Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Price_per_unit_wt,Visibility_Ratio,Is_Low_Fat,MRP_bin
NCL06,14.65,Low Fat,0.072212787,Household,260.9594,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2878.2534,23,17.812928327645054,1.0206862331532152,1,"(231.2, 266.888]"
FDH10,21.0,Low Fat,0.049505857,Snack Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1162.4868,16,9.30227619047619,0.6997368305470848,1,"(194.486, 231.2]"
NCO14,9.6,Low Fat,0.02981155,Household,45.2086,OUT017,2007,Unknown,Tier 2,Supermarket Type1,669.129,18,4.709229166666667,0.4213691222575128,1,"(31.288999999999998, 52.796]"
FDV03,17.6,Low Fat,0.058181585,Meat,154.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,26,8.774511363636362,0.8223632586363632,1,"(143.013, 159.433]"
FDW52,14.0,Regular,0.037734782,Frozen Foods,166.4526,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4769.1254,18,11.889471428571428,0.5333594519546482,0,"(159.433, 177.783]"
NCZ30,6.59,Low Fat,0.029115579666666665,Household,119.1098,OUT017,2007,Unknown,Tier 2,Supermarket Type1,964.0784,18,18.074324734446133,0.41153198167025934,1,"(118.765, 143.013]"
FDY35,17.6,Regular,0.026827052,Breads,47.8402,OUT010,1998,Unknown,Tier 3,Grocery Store,91.8804,27,2.7181931818181817,0.37918495864846524,0,"(31.288999999999998, 52.796]"
FDN31,11.5,Low Fat,0.072881535,Fruits and Vegetables,191.353,OUT046,1997,Small,Tier 1,Supermarket Type1,2277.036,28,16.63939130434783,1.0301386017073986,1,"(177.783, 194.486]"
FDX31,20.35,Regular,0.014822802,Fruits and Vegetables,234.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,2570.6538,21,11.503479115479115,0.20951178547029273,0,"(231.2, 266.888]"
NCJ05,18.7,Low Fat,0.046159928,Health and Hygiene,152.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.1502,26,8.148032085561498,0.6524440475195012,1,"(143.013, 159.433]"
FDN56,5.46,Regular,0.107662745,Fruits and Vegetables,143.8786,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4334.358,18,26.35139194139194,1.5217510112853718,0,"(143.013, 159.433]"
FDZ04,9.31,Low Fat,0.038014104,Frozen Foods,62.351,OUT049,1999,Medium,Tier 1,Supermarket Type1,822.263,26,6.697207303974221,0.5373075078580553,1,"(52.796, 84.689]"
FDJ44,12.3,Regular,0.106307146,Fruits and Vegetables,174.9396,OUT035,2004,Small,Tier 2,Supermarket Type1,1569.9564,21,14.222731707317074,1.502590398678407,0,"(159.433, 177.783]"
FDI08,18.2,Regular,0.066672058,Fruits and Vegetables,248.1092,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4233.1564,18,13.632373626373626,0.9423712137933783,0,"(231.2, 266.888]"
FDB59,18.25,Low Fat,0.015341139,Snack Foods,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2,1984.084,16,10.959364383561644,0.21683818100234634,1,"(194.486, 231.2]"
FDY15,18.25,Regular,0.171174491,Dairy,156.463,OUT045,2002,Unknown,Tier 2,Supermarket Type1,938.778,23,8.57331506849315,2.4194530316453364,0,"(143.013, 159.433]"
NCZ18,13.384736495388669,Low Fat,0.325780807,Household,252.7698,OUT019,1985,Small,Tier 1,Grocery Store,761.0094,40,18.884929119604607,4.6047244337826845,1,"(231.2, 266.888]"
DRO47,10.195,Low Fat,0.112859454,Hard Drinks,114.486,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2490.092,18,11.229622363903875,1.5952035057030627,1,"(102.133, 118.765]"
FDW21,5.34,Regular,0.005962753,Snack Foods,102.4358,OUT035,2004,Small,Tier 2,Supermarket Type1,2010.716,21,19.182734082397005,0.08428008600184664,0,"(102.133, 118.765]"
FDZ14,13.42606890459364,Regular,0.047358246,Dairy,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,40,9.174360780902614,0.669381583603515,0,"(118.765, 143.013]"
FDM09,11.15,Regular,0.086105815,Snack Foods,167.879,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2886.243,23,15.056412556053811,1.2170561976085705,0,"(159.433, 177.783]"
FDK43,9.8,Low Fat,0.026882496,Meat,126.302,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048,26,12.88795918367347,0.37996862771681106,1,"(118.765, 143.013]"
FDE45,12.1,Low Fat,0.040521714,Fruits and Vegetables,178.5002,OUT018,2009,Medium,Tier 3,Supermarket Type2,5552.1062,16,14.7520826446281,0.5727511337233376,1,"(177.783, 194.486]"
FDR35,11.346936274509805,Low Fat,0.020597493,Breads,200.0742,OUT027,1985,Medium,Tier 3,Supermarket Type3,8958.339,40,17.632442375608857,0.2911337232084633,1,"(194.486, 231.2]"
FDT58,12.987879554655871,Low Fat,0.085538477,Snack Foods,169.2816,OUT027,1985,Medium,Tier 3,Supermarket Type3,3523.4136,40,13.03381350955909,1.2090372011094508,1,"(159.433, 177.783]"
FDS57,15.5,Low Fat,0.11631327683333333,Snack Foods,141.547,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3006.087,18,9.132064516129033,1.6440213060426834,1,"(118.765, 143.013]"
FDF10,15.5,Regular,0.15707226033333332,Snack Foods,147.2418,OUT018,2009,Medium,Tier 3,Supermarket Type2,1324.2762,16,9.499470967741937,2.220126107755558,0,"(143.013, 159.433]"
FDP03,5.15,Regular,0.10239789,Meat,122.1388,OUT010,1998,Unknown,Tier 3,Grocery Store,495.3552,27,23.71627184466019,1.4473353123310042,0,"(118.765, 143.013]"
FDT04,17.25,Low Fat,0.10730917666666667,Frozen Foods,37.5822,OUT010,1998,Unknown,Tier 3,Grocery Store,196.411,27,2.178678260869565,1.516753526140362,1,"(31.288999999999998, 52.796]"
NCW53,18.35,Low Fat,0.0304697,Health and Hygiene,191.3162,OUT013,1987,High,Tier 3,Supermarket Type1,1346.9134,38,10.425950953678473,0.43067169417389356,1,"(177.783, 194.486]"
FDA39,6.32,Low Fat,0.021287234,Meat,38.5822,OUT010,1998,Unknown,Tier 3,Grocery Store,78.5644,27,6.104778481012658,0.3008828157499453,1,"(31.288999999999998, 52.796]"
NCH29,5.51,Low Fat,0.034467286,Health and Hygiene,96.7726,OUT035,2004,Small,Tier 2,Supermarket Type1,2642.5602,21,17.563085299455537,0.4871752742953204,1,"(84.689, 102.133]"
FDU02,13.35,Low Fat,0.1027194,Dairy,228.8352,OUT045,2002,Unknown,Tier 2,Supermarket Type1,5267.8096,23,17.141213483146068,1.4518796713628899,1,"(194.486, 231.2]"
FDN13,12.768202247191013,Low Fat,0.266234421,Breakfast,98.5358,OUT019,1985,Small,Tier 1,Grocery Store,402.1432,40,7.717280639228419,3.763070497559071,1,"(84.689, 102.133]"
FDX56,13.224769381746812,Regular,0.129668578,Fruits and Vegetables,206.8638,OUT019,1985,Small,Tier 1,Grocery Store,207.0638,40,15.642148004903516,1.8327908108179494,0,"(194.486, 231.2]"
FDT11,11.346936274509805,Regular,0.02923013,Breads,189.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,3567.3564,40,16.69663029884114,0.4131510847833471,0,"(177.783, 194.486]"
NCC18,13.384736495388669,Low Fat,0.176411579,Household,173.2422,OUT027,1985,Medium,Tier 3,Supermarket Type3,2069.3064,40,12.943265641403226,2.493476260016399,1,"(159.433, 177.783]"
FDA32,14.0,Low Fat,0.050371508,Fruits and Vegetables,214.7192,OUT010,1998,Unknown,Tier 3,Grocery Store,862.8768,27,15.337085714285715,0.711972309817748,1,"(194.486, 231.2]"
FDU39,18.85,Low Fat,0.036184755,Meat,58.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,770.3306,16,3.1064297082228114,0.5114507113334646,1,"(52.796, 84.689]"
FDV27,12.81734421364985,Regular,0.070017381,Meat,89.3514,OUT019,1985,Small,Tier 1,Grocery Store,177.1028,40,6.9711321246132325,0.9896554313593172,0,"(84.689, 102.133]"
NCW53,18.35,Low Fat,0.030556922,Health and Hygiene,190.6162,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3271.0754,23,10.387803814713894,0.43190452700484483,1,"(177.783, 194.486]"
NCZ42,10.5,Low Fat,0.011278535,Household,237.0248,OUT013,1987,High,Tier 3,Supermarket Type1,5451.5704,38,22.573790476190474,0.1594156088261307,1,"(231.2, 266.888]"
FDO46,9.6,Regular,0.014211828800000001,Snack Foods,191.0872,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4349.0056,18,19.90491666666667,0.2008760305026086,0,"(177.783, 194.486]"
FDQ57,12.987879554655871,Low Fat,0.027812304,Snack Foods,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948,40,11.354894336630423,0.39311092930220376,1,"(143.013, 159.433]"
FDZ36,6.035,Regular,0.066051758,Baking Goods,187.724,OUT018,2009,Medium,Tier 3,Supermarket Type2,2050.664,16,31.105882352941173,0.9336036298691497,0,"(177.783, 194.486]"
FDK38,6.65,Low Fat,0.053506996,Canned,150.0734,OUT018,2009,Medium,Tier 3,Supermarket Type2,3563.3616,16,22.567428571428568,0.7562906302810907,1,"(143.013, 159.433]"
FDU51,12.81734421364985,Regular,0.096046304,Meat,178.7028,OUT027,1985,Medium,Tier 3,Supermarket Type3,4604.6728,40,13.942264249226465,1.3575592953924984,0,"(177.783, 194.486]"
FDS14,7.285,Low Fat,0.049922304,Dairy,156.9288,OUT013,1987,High,Tier 3,Supermarket Type1,1571.288,38,21.541358956760465,0.7056230694999999,1,"(143.013, 159.433]"
FDQ40,11.1,Regular,0.036083537,Frozen Foods,175.4712,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104,26,15.808216216216218,0.5100200530880309,0,"(159.433, 177.783]"
FDE20,11.35,Regular,0.005539114,Fruits and Vegetables,167.879,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.696,26,14.791101321585902,0.07829219226321009,0,"(159.433, 177.783]"
FDH58,12.3,Low Fat,0.036939673,Snack Foods,113.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,3109.9518,28,9.20190243902439,0.5221210433033352,1,"(102.133, 118.765]"
NCK53,11.6,Low Fat,0.037793818,Health and Hygiene,99.3042,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2281.6966,18,8.560706896551723,0.5341938918781541,1,"(84.689, 102.133]"
FDJ44,12.3,Regular,0.106928681,Fruits and Vegetables,173.7396,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3663.2316,18,14.125170731707316,1.511375438617703,0,"(159.433, 177.783]"
FDN22,18.85,Regular,0.138585859,Snack Foods,252.4724,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3271.7412,23,13.393761273209547,1.95883145170692,0,"(231.2, 266.888]"
FDH56,9.8,Regular,0.06407717,Fruits and Vegetables,116.7492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.8888,16,11.913183673469387,0.9056939635693357,0,"(102.133, 118.765]"
FDK48,7.445,Low Fat,0.037708542,Baking Goods,74.7354,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1128.531,23,10.038334452652787,0.5329885646385564,1,"(52.796, 84.689]"
FDQ40,11.1,Regular,0.036020711,Frozen Foods,177.2712,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,21,15.970378378378378,0.5091320436931839,0,"(159.433, 177.783]"
FDH10,21.0,Low Fat,0.049295686,Snack Foods,194.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,968.739,21,9.259419047619048,0.696766184277636,1,"(177.783, 194.486]"
FDM21,20.2,Low Fat,0.06449461,Snack Foods,259.2646,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3091.9752,23,12.83488118811881,0.9115942380064306,1,"(231.2, 266.888]"
FDX12,18.2,Regular,0.026117345,Baking Goods,239.2196,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3133.2548,23,13.143934065934067,0.3691536581743197,0,"(231.2, 266.888]"
FDM51,11.8,Regular,0.025904648,Meat,102.4674,OUT013,1987,High,Tier 3,Supermarket Type1,2037.348,38,8.683677966101694,0.36614730834692705,0,"(102.133, 118.765]"
FDG09,20.6,Regular,0.080235512,Fruits and Vegetables,188.9556,OUT010,1998,Unknown,Tier 3,Grocery Store,563.2668,27,9.172601941747573,1.1340828392123903,0,"(177.783, 194.486]"
DRD37,9.8,Low Fat,0.013830218,Soft Drinks,45.306,OUT013,1987,High,Tier 3,Supermarket Type1,1304.968,38,4.6230612244897955,0.19548218121131086,1,"(31.288999999999998, 52.796]"
FDN21,18.6,Low Fat,0.076855628,Snack Foods,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,483.3708,28,8.657182795698924,1.0863101217786368,1,"(159.433, 177.783]"
NCQ06,13.0,Low Fat,0.041824524,Household,256.7014,OUT046,1997,Small,Tier 1,Supermarket Type1,2805.0154,28,19.746261538461535,0.5911656041607457,1,"(231.2, 266.888]"
FDV52,20.7,Regular,0.12152072,Frozen Foods,118.0466,OUT046,1997,Small,Tier 1,Supermarket Type1,1060.6194,28,5.702734299516909,1.717625521735736,0,"(102.133, 118.765]"
FDC10,9.8,Regular,0.073289899,Snack Foods,120.8098,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1325.6078,18,12.327530612244896,1.0359105921017782,0,"(118.765, 143.013]"
FDX51,9.5,Regular,0.022054553,Meat,195.4452,OUT035,2004,Small,Tier 2,Supermarket Type1,4502.1396,21,20.573178947368422,0.3117284287261748,0,"(194.486, 231.2]"
NCD54,21.1,Low Fat,0.029054046,Household,144.6786,OUT049,1999,Medium,Tier 1,Supermarket Type1,2889.572,26,6.85680568720379,0.4106622386641889,1,"(143.013, 159.433]"
NCK18,13.384736495388669,Low Fat,0.006665667,Household,164.1184,OUT027,1985,Medium,Tier 3,Supermarket Type3,3797.7232,40,12.261608590990368,0.09421537132590786,1,"(159.433, 177.783]"
FDZ01,8.975,Regular,0.009057132,Canned,104.099,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.776,21,11.598774373259054,0.1280173543814539,0,"(102.133, 118.765]"
FDT48,4.92,Low Fat,0.045955031,Baking Goods,199.1084,OUT046,1997,Small,Tier 1,Supermarket Type1,2182.4924,28,40.46918699186992,0.649547946208325,1,"(194.486, 231.2]"
FDB40,17.5,Regular,0.007551607,Dairy,145.8102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326,26,8.332011428571429,0.10673762394855985,0,"(143.013, 159.433]"
NCC07,13.384736495388669,Low Fat,0.023835164,Household,103.3964,OUT027,1985,Medium,Tier 3,Supermarket Type3,3050.6956,40,7.724948491561436,0.33689634163751525,1,"(102.133, 118.765]"
FDT52,9.695,Regular,0.047503318,Frozen Foods,244.6144,OUT049,1999,Medium,Tier 1,Supermarket Type1,3185.1872,26,25.230985043837027,0.6714320929297373,0,"(231.2, 266.888]"
FDK09,12.987879554655871,Low Fat,0.160665697,Snack Foods,227.5352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408,40,17.519041429548338,2.2709172693731627,1,"(194.486, 231.2]"
NCQ30,7.725,Low Fat,0.048661041,Household,123.7414,OUT010,1998,Unknown,Tier 3,Grocery Store,121.8414,27,16.01830420711974,0.6877958420245456,1,"(118.765, 143.013]"
FDZ60,12.277108208955223,Low Fat,0.208987123,Baking Goods,106.0596,OUT019,1985,Small,Tier 1,Grocery Store,215.7192,40,8.638809579167637,2.953912848598374,1,"(102.133, 118.765]"
NCK18,9.6,Low Fat,0.006692529,Household,164.9184,OUT013,1987,High,Tier 3,Supermarket Type1,2972.1312,38,17.179,0.09459505025444667,1,"(159.433, 177.783]"
FDV11,9.1,Regular,0.136695145,Breads,173.4054,OUT010,1998,Unknown,Tier 3,Grocery Store,875.527,27,19.05553846153846,1.932107296182635,0,"(159.433, 177.783]"
FDR25,17.0,Regular,0.140311123,Canned,265.6884,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2649.884,18,15.628729411764706,1.9832170665891549,0,"(231.2, 266.888]"
FDB26,14.0,Regular,0.031330907,Canned,52.364,OUT045,2002,Unknown,Tier 2,Supermarket Type1,745.696,23,3.740285714285714,0.4428443600591637,0,"(31.288999999999998, 52.796]"
DRD01,12.1,Regular,0.061521569,Soft Drinks,55.8614,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1436.7964,18,4.6166446280991735,0.8695720125063946,0,"(52.796, 84.689]"
FDG32,19.85,Low Fat,0.176991029,Fruits and Vegetables,221.5772,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3558.0352,18,11.16257934508816,2.5016664526730072,1,"(194.486, 231.2]"
FDY49,17.2,Regular,0.0120098,Canned,163.1184,OUT035,2004,Small,Tier 2,Supermarket Type1,2807.0128,21,9.483627906976745,0.16975161923778792,0,"(159.433, 177.783]"
FDD26,8.71,Regular,0.072141818,Canned,183.3924,OUT035,2004,Small,Tier 2,Supermarket Type1,2776.386,21,21.055384615384614,1.0196831271343232,0,"(177.783, 194.486]"
FDC22,6.89,Regular,0.136984147,Snack Foods,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2703.148,16,27.965457184325107,1.9361921733215517,0,"(177.783, 194.486]"
DRD27,18.75,Low Fat,0.028353114999999998,Dairy,97.9042,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1686.4714,23,5.221557333333333,0.40075498190521186,1,"(84.689, 102.133]"
FDA44,13.224769381746812,Low Fat,0.052964982,Fruits and Vegetables,57.793,OUT027,1985,Medium,Tier 3,Supermarket Type3,1754.383,40,4.370057301699905,0.7486295739646199,1,"(52.796, 84.689]"
FDW01,14.5,Low Fat,0.07998680133333334,Canned,154.4682,OUT013,1987,High,Tier 3,Supermarket Type1,1524.682,38,10.652979310344827,1.130567456908907,1,"(143.013, 159.433]"
FDV32,13.224769381746812,Low Fat,0.155316936,Fruits and Vegetables,64.151,OUT019,1985,Small,Tier 1,Grocery Store,316.255,40,4.850821828964591,2.195315607341661,1,"(52.796, 84.689]"
FDK32,13.224769381746812,Regular,0.048738407,Fruits and Vegetables,152.8682,OUT027,1985,Medium,Tier 3,Supermarket Type3,5031.4506,40,11.559233706637853,0.6888893659611599,0,"(143.013, 159.433]"
NCA05,20.75,Low Fat,0.028939897599999997,Health and Hygiene,149.4734,OUT013,1987,High,Tier 3,Supermarket Type1,2969.468,38,7.20353734939759,0.40904881664771875,1,"(143.013, 159.433]"
FDR10,17.6,Low Fat,0.010031539,Snack Foods,161.5552,OUT013,1987,High,Tier 3,Supermarket Type1,1787.0072,38,9.179272727272727,0.14179003719437627,1,"(159.433, 177.783]"
FDL22,16.85,Low Fat,0.036383293,Snack Foods,91.0488,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.5856,21,5.403489614243323,0.5142569318350743,1,"(84.689, 102.133]"
FDD10,20.6,Regular,0.051235430666666665,Snack Foods,178.1344,OUT035,2004,Small,Tier 2,Supermarket Type1,3568.688,21,8.647300970873786,0.7241833600902665,0,"(177.783, 194.486]"
FDW25,5.175,Low Fat,0.03736783,Canned,86.9224,OUT013,1987,High,Tier 3,Supermarket Type1,255.6672,38,16.796599033816424,0.5281727963748263,1,"(84.689, 102.133]"
FDR47,17.85,Low Fat,0.087604647,Breads,196.9794,OUT049,1999,Medium,Tier 1,Supermarket Type1,1560.6352,26,11.03526050420168,1.2382413263338956,1,"(194.486, 231.2]"
DRF27,8.93,Low Fat,0.028461453,Dairy,152.234,OUT049,1999,Medium,Tier 1,Supermarket Type1,5053.422,26,17.0474804031355,0.40228627725775595,1,"(143.013, 159.433]"
FDQ48,12.277108208955223,Regular,0.034244601,Baking Goods,97.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,1957.452,40,7.923087289321681,0.4840277498294703,0,"(84.689, 102.133]"
FDS37,7.655,Low Fat,0.031938828,Canned,114.1492,OUT035,2004,Small,Tier 2,Supermarket Type1,1158.492,21,14.91171783148269,0.451436973934387,1,"(102.133, 118.765]"
NCI18,18.35,Low Fat,0.014024028,Household,224.5746,OUT046,1997,Small,Tier 1,Supermarket Type1,2692.4952,28,12.238397820163486,0.19822157415078323,1,"(194.486, 231.2]"
NCJ42,13.384736495388669,Low Fat,0.014232071,Household,100.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1743.0644,40,7.540917972854652,0.20116214236350013,1,"(84.689, 102.133]"
FDY48,14.0,Low Fat,0.023730384,Baking Goods,104.3332,OUT035,2004,Small,Tier 2,Supermarket Type1,1435.4648,21,7.452371428571429,0.33541533656967604,1,"(102.133, 118.765]"
FDB39,11.6,Low Fat,0.038578846,Dairy,56.1272,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264,26,4.838551724137932,0.5452898113894701,1,"(52.796, 84.689]"
DRI37,15.85,Low Fat,0.108036187,Soft Drinks,57.3904,OUT018,2009,Medium,Tier 3,Supermarket Type2,703.0848,16,3.620845425867508,1.5270293992844557,1,"(52.796, 84.689]"
FDB58,10.5,Regular,0.013572808,Snack Foods,143.2154,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1559.9694,18,13.639561904761903,0.19184383883192077,0,"(143.013, 159.433]"
FDV12,16.7,Regular,0.06082402,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,1773.6912,38,5.912479041916168,0.859712558373295,0,"(84.689, 102.133]"
NCU06,17.6,Low Fat,0.074345142,Household,230.901,OUT013,1987,High,Tier 3,Supermarket Type1,4364.319,38,13.119375,1.050825845306606,1,"(194.486, 231.2]"
FDU34,18.25,Low Fat,0.075501241,Snack Foods,123.1046,OUT018,2009,Medium,Tier 3,Supermarket Type2,249.0092,16,6.745457534246576,1.067166640094961,1,"(118.765, 143.013]"
FDP31,21.1,Regular,0.16216286,Fruits and Vegetables,62.2168,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5008,16,2.9486635071090044,2.2920788077429024,0,"(52.796, 84.689]"
FDV11,9.1,Regular,0.081652352,Breads,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.2648,21,19.45114285714286,1.15410905815033,0,"(159.433, 177.783]"
NCY06,15.25,Low Fat,0.061434045,Household,130.9968,OUT018,2009,Medium,Tier 3,Supermarket Type2,2348.9424,16,8.589954098360657,0.8683349110790463,1,"(118.765, 143.013]"
NCV41,14.35,Low Fat,0.017073332,Health and Hygiene,109.5228,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1657.842,23,7.6322508710801396,0.24132173331648657,1,"(102.133, 118.765]"
FDQ52,12.867061281337046,Low Fat,0.118806857,Frozen Foods,248.8434,OUT027,1985,Medium,Tier 3,Supermarket Type3,6705.2718,40,19.339567486239726,1.6792666282787658,1,"(231.2, 266.888]"
FDM38,5.885,Regular,0.092694107,Canned,53.6982,OUT013,1987,High,Tier 3,Supermarket Type1,1525.3478,38,9.124587935429057,1.3101779177880375,0,"(52.796, 84.689]"
FDA14,16.1,Low Fat,0.065183228,Dairy,148.076,OUT046,1997,Small,Tier 1,Supermarket Type1,1464.76,28,9.197267080745341,0.9213274575884625,1,"(143.013, 159.433]"
FDB23,13.69073076923077,Regular,0.005561538,Starchy Foods,224.0062,OUT027,1985,Medium,Tier 3,Supermarket Type3,3837.0054,40,16.36188774549878,0.07860914261290686,0,"(194.486, 231.2]"
DRH49,19.7,Low Fat,0.024635077,Soft Drinks,84.1592,OUT013,1987,High,Tier 3,Supermarket Type1,1073.2696,38,4.272040609137056,0.3482026520672773,1,"(52.796, 84.689]"
FDI40,11.5,Regular,0.126313413,Frozen Foods,100.6358,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2010.716,18,8.750939130434784,1.7853674822396257,0,"(84.689, 102.133]"
FDR37,16.5,Regular,0.066383907,Breakfast,180.4292,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2189.1504,23,10.935103030303031,0.9382983650502695,0,"(177.783, 194.486]"
FDS16,15.15,Regular,0.066279832,Frozen Foods,147.876,OUT049,1999,Medium,Tier 1,Supermarket Type1,4540.756,26,9.76079207920792,0.9368273247521651,0,"(143.013, 159.433]"
FDT15,12.15,Regular,0.042681522,Meat,184.295,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.045,28,15.168312757201644,0.6032787782505344,0,"(177.783, 194.486]"
FDL32,15.7,Regular,0.16630633025,Fruits and Vegetables,112.4544,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,38,7.162700636942676,2.3506443778773844,0,"(102.133, 118.765]"
FDB39,11.6,Low Fat,0.038736838,Dairy,55.8272,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1454.1072,18,4.812689655172414,0.5475229374887072,1,"(52.796, 84.689]"
FDX40,12.85,Low Fat,0.098910759,Frozen Foods,37.6164,OUT013,1987,High,Tier 3,Supermarket Type1,308.9312,38,2.9273463035019454,1.3980467202025517,1,"(31.288999999999998, 52.796]"
DRD13,15.0,Low Fat,0.049178998,Soft Drinks,65.6168,OUT045,2002,Unknown,Tier 2,Supermarket Type1,639.168,23,4.374453333333333,0.69511686647504,1,"(52.796, 84.689]"
FDZ43,11.0,Regular,0.057011062,Fruits and Vegetables,241.9512,OUT013,1987,High,Tier 3,Supermarket Type1,2908.2144,38,21.995563636363638,0.8058185888995588,0,"(231.2, 266.888]"
DRM59,5.88,Low Fat,0.003589104,Hard Drinks,155.5998,OUT013,1987,High,Tier 3,Supermarket Type1,1691.7978,38,26.46255102040816,0.05072992186487882,1,"(143.013, 159.433]"
NCZ18,7.825,Low Fat,0.20958492166666667,Household,253.4698,OUT017,2007,Unknown,Tier 2,Supermarket Type1,6849.0846,18,32.39230670926517,2.962362389110694,1,"(231.2, 266.888]"
FDH52,12.867061281337046,Regular,0.043690499,Frozen Foods,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432,40,4.680120711583529,0.6175400881410977,0,"(52.796, 84.689]"
FDM25,10.695,Regular,0.10154201,Breakfast,173.7712,OUT010,1998,Unknown,Tier 3,Grocery Store,175.7712,27,16.247891538101914,1.4352379405285396,0,"(159.433, 177.783]"
NCP05,13.14231395348837,Low Fat,0.025164132,Health and Hygiene,152.6024,OUT027,1985,Medium,Tier 3,Supermarket Type3,6072.096,40,11.611532074189618,0.3556805403681523,1,"(143.013, 159.433]"
FDY38,13.6,Regular,0.119077255,Dairy,231.23,OUT013,1987,High,Tier 3,Supermarket Type1,2330.3,38,17.00220588235294,1.6830885485720812,0,"(231.2, 266.888]"
FDO37,8.06,Low Fat,0.021497594,Breakfast,230.3326,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1386.1956,18,28.577245657568238,0.3038561334257485,1,"(194.486, 231.2]"
FDV49,12.305705009276437,Low Fat,0.025702129,Canned,262.6226,OUT027,1985,Medium,Tier 3,Supermarket Type3,7136.7102,40,21.341532224446027,0.3632848186987716,1,"(231.2, 266.888]"
NCP02,7.105,Low Fat,0.075000682,Household,61.0562,OUT010,1998,Unknown,Tier 3,Grocery Store,296.281,27,8.59341308937368,1.0600915263733297,1,"(52.796, 84.689]"
NCJ19,18.6,Low Fat,0.118419683,Others,58.3588,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1545.9876,23,3.137569892473118,1.6737941463534405,1,"(52.796, 84.689]"
FDW44,9.5,Regular,0.035151215,Fruits and Vegetables,171.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,2556.672,28,18.08892631578947,0.4968422175577961,0,"(159.433, 177.783]"
FDU56,16.85,Low Fat,0.044414056,Fruits and Vegetables,182.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,2028.6926,28,10.826504451038575,0.6277671504036529,1,"(177.783, 194.486]"
